,VideoID,Transcription
10,7327443924166151470,"How many kids have you killed in Luzda? How many women have you killed in Luzda? More, more here! More, more here! More, more here! More, more here! I'm not saying anything. I'm not saying anything. More, more here! More, more here! KKK! I am with you in all the things! KKK!"
11,7327757873147120938,I'll never give up. Never. I did everything. I showed them compassion. I showed them mercy. I walked away. I was the bigger man. And look where the fuck it got me. The fuck I don't. I built this shit. Me.
12,7321979630343261483,
13,7325244372738739502,"involved in a racist party? No, we're not a racist country, Brian. I was a brown girl in a black and white world. We faced discrimination and hardship. We've never been a racist country. Dad and I stopped by the local produce market. As he was putting his produce in his basket, I noticed something start to happen. The couple working at the market was getting nervous. They were whispering. And then they got on the phone. A few minutes later, two uniformed police officers showed up. And take it from me, the first minority female governor in history. America is not a racist country. At Thanksgiving, someone had the bright idea to give me the role of Pocahontas in the school play. Did they realize I wasn't that kind of Indian? America is not a racist country. We were the only Indian family in our small southern town. I was teased every day for being brown. I was disqualified from a beauty pageant because I wasn't white or black, because they didn't know where to put me. We've never been a racist country."
14,7334067500721851694,"The best song performed at each Super Bowl halftime show since 2000, part 1. The best song performed at each Super Bowl halftime show since 2000, part 2. The best song performed at each Super Bowl halftime show since 2000, part 3. The best song performed at each Super Bowl halftime show since 2000, part 4. The best song performed at each Super Bowl halftime show since 2000, part 5. The best song performed at each Super Bowl halftime show since 2000, part 6. The best song performed at each Super Bowl halftime show since 2000, part 7. The best song performed at each Super Bowl halftime show since 2000, part 6. The best music performed at each Super Bowl halftime show since 2000, part 7. The best world big band song by the involving band played by Leslie Melton. The best music performed at each Super Bowl halftime show since 2000, part 6. The bestAT show since 2000, part 7. TheBetta.com."
15,7323201596827946270,
16,7336017777943137579,"file their own case in the ICC. Well, I would... As David and I have discussed, what is going on right now is absolutely outrageous, and we've got to do everything that we can to end the slaughter of innocent men, women, and children. What I have supported, and I will work as hard as I can to get the Biden administration to support, is a UN try to bring about a ceasefire, a humanitarian cause ceasefire, in order to provide the desperate need of aid that the Gazan people need. When you get to the word, I get a little bit queasy. What genocide? We've got to be careful about that word. It is a genocide! What's your definition of genocide? Bernie, you have funded Zionism yourself. You have funded the Israeli settler state. Here you are, pretending you aren't. It is disgusting. Liar, liar, genocide denier! Liar, liar, genocide denier! It's disgusting, and it's reprehensible. You are a child killer. You are a genocide denier. The United States military industrial complex are the largest murderers in the world. It does not matter if it is a Democrat or a Republican. You have murdered people around the world. The Native Americans are still being genocided. I have never heard you once speak about genocide."
17,7305853556727352619,"It's very unlikely that Noah Schnapp will be fired, recasted, or killed off of the final season of Stranger Things. Netflix is reportedly keeping an eye on Noah Schnapp's behavior, following him handing out Zionism is Sexy and Hamas is ISIS stickers, but that's about it. While women of color like Melissa Barrera and Jenna Ortega walk away from the job and or get fired from the job, the white, racist, genocidal boy gets to keep his position and continue to do what he does. It is up to us, me and you the viewer, to boycott Stranger Things 5 since they won't do the job themselves. I know it might be hard for you if you're really like a diehard fan, but come on, it's not that serious. Please boycott Stranger Things 5."
18,7325105168863776042,"Talk to me about the night. What do you guys remember right before this happened? Tahseen and I were both wearing the kufiya, like the traditional Palestinian headscarf, for a variety of reasons. I mean, like, practically, because it was really cold. But on a more, like, you know, meaningful sense, it's because that we felt, as Palestinians during this time period, it's important for us to show our identity and to show that we exist and that we're human. Just walking along the street, you know, this man comes down the porch, approaches us, pulls out a pistol, like, I just remember gunshots and falling down. Did you know you were shot? I didn't quite process the fact until I, like, looked at my phone and I saw my phone had blood on it. I was like, oh, I've been shot. Was your mind sort of, like, comprehending this is happening in Burlington, Vermont, to me? Not that I'd always expected something like this to happen, but something like this, you know, growing up in Palestine, this is something that I'd already, I'd always thought was possible. But did you think it happened here? Not really, no. I definitely expected it would happen to me in, like, the West Bank, in Palestine, but not in Vermont."
19,7335305390181158186,"Well, I think it's our job. that kind of, you know, helps guide the scenes,"
20,7327810586195201326,
21,7325483291979648286,"What industry did you work in prior to your MBA? Consulting. And what are you hoping to work in after your MBA? Consulting. Now, what are you hoping to get out of this MBA program? Hopefully a job in consulting. I would be going into consulting. What clubs are you a part of? There's a consulting club, and the second one is a community consultants of Darden. So I'm going into consulting, but specifically for nonprofits and philanthropists. What industry did you work in prior to Darden? I was doing consulting before. Got it. And are you hoping to enter consulting after the MBA program? Different type of consulting. I used to do financial services consulting, and now I will do strategy consulting. Mark, what did you do before business school? I was a consultant. And what do you hope to do after business school? Definitely not consulting. Finally, some diversity. Thanks, Mark."
22,7309179331329183022,"You are aware that Harvard ranked dead last when it came to free speech. Are you not aware of that report? As I observed earlier, I reject that characterization. It's the data shows it's true. Do you know what the number one hate crime in America is? I know that over the last couple of months, there has been an alarming rise of anti-Semitism, which I understand is the critical topic that we are here to discuss. That's correct. It is anti-Jewish hate crimes. And Harvard ranks the lowest when it comes to protecting Jewish students. This is why I've called for your resignation. And your testimony today, not being able to answer with moral clarity, speaks volumes."
23,7331945774705593643,"This is for ceasefire, peace in the world."
24,7328487500593237290,"White feminism is being so upset that Margot Robbie and Greta Gerwig didn't get Best Actress and Best Director nominations for the Oscars, but not acknowledging that America Ferreira, a Latina woman of Honduran descent, is nominated for that same movie. Which, by the way, America is the daughter of Honduran immigrants, and her mom used to work as a cleaning lady in hotels. But now that she has her first Oscar nomination, most of the conversation is focused on her white co-workers. White feminism is also acting like this is the biggest crisis women have ever faced, when right now, women and little girls in Gaza are being unalived, starved, tortured, not having access to period products, being forced to give birth without anesthesia. But I'm supposed to be mad that your white icons didn't get the nominations that you wanted them to get? Women of color have been snubbed since the beginning of time, and they keep getting snubbed, and it's not surprising that the Oscars, a historically racist and sexist academy, is doing this. But what is annoying is the fact that white feminists continue to show their hypocrisy, walking all over women of color in the process. This is the year that we've had the first Native American woman to be ever nominated for Best Actress. Are the white feminists celebrating this? No. They're throwing shade at her in the LA Times. So yeah, white feminism, it's lame, it's boring, it's tired, and frankly, this year it's out."
25,7257715055494516010,I SAID LET HIM COME!
26,7319415875008810270,في المشاكل في الشتاء Learning to work ...هما أرفعت كثيراędاثو كما أشتريت لهم في المنزل صحيح بجردلو والكيلو لم أحممهم أمسحنا التمسيح في مطرح الميلاد القلة، القلة البنبز والحليب أعطيها السدر لا يوجد شيء لأكله أو لأغذيه أريد أن أعطيه للأطفال بالنسبة للبنبز لا يوجد شيء متوفر أصبحت أغيره كل ساعتين كل ساعتين أريد أن أغيره لكنني لا أستطيع لكنني أحب الصباح وأحب الظهور أحب المغرب أغيره بمياجه لكني اليوم لم أأكل لأوفر للأطفال أخرج من الساعة الخامسة في الصباح لألا أراهم هذه مرة أخرى أتركهم في الساعة من العشرة أيام، مرة أخرى الجو لم يكن مناسب من الدخن في النار من أزمة الحمامات، قلة المياه كانت هذه الصعبة تؤثر علي وعلي أطفالي في البطن وعلي أطفالي أيضاً الجو والتلوت والبساخة هذه كلية لأطفالي الصغار أصبح معهم السهالة لفترة لفترة حتى الآن حتى لم يذهبوا منهم يحصل الكثير من القصف أحد مرات أصبحت الخطة كان جوز جانبي ولم يكن نائم أصبحت الشباك ضغط الهواء شباك يعني كنا نشتري شيء بالجزازة فقط على أطفالي الصغار يعني نحط رمول مجان
27,7325437140467207467,"Merrily we fall out of line, out of line I'd fall anywhere with you, I'm by your side Swinging in the rain, humming melodies"
28,7323816087269723434,"The storm is coming, ooooh The storm is coming, ooooh"
29,7325216715267755310,"Trump. Trump. Trump. Trump. Trump. Trump. Trump. Biden. Biden. Trump. Jesus. What was the question? Trump or Biden. Trump. Trump. Trump. Trump. Trump or Biden. Trump. Trump. What? Trump or Biden. Neither. I'm gonna go neither. What is wrong with y'all? Trump or Biden. Trump. Trump or Biden. Trump. Biden. Neither. Oh. Trump or Biden. You're both pretty ass. Trump. Trump. Trump. Neither. Trump. Trump. Trump. Neither. I'm not voting for that. Trump. Trump. Easy. Biden. Trump. Trump for sure. Biden. Biden. Why? I'm sorry but I'm not a Trump supporter. Neither Biden really either because he's kind of, but."
30,7322647377452551457,This can opener costs $180.
31,7332275239281331502,"I've had about a hundred family members at this point who have been killed, including physicians, pharmacists, lawyers, engineers, dozens and dozens of children, multiple small babies. I can't tell all their stories, but I just want to tell a few. October 25, 10 members of my family, all three generations of one side of my family, were all killed. His son, who was a physician, Dr. Tawfiq Al-Farra, his wife, who was pregnant, two of their beautiful daughters Reem and Hala, Jamad's brother, Assam, his wife, Samad, their daughters, Rusul, Tuqa, and Nadyan. Multiple generations all killed in one Israeli missile strike. Tuqa, one of the younger women in the family, her wedding day was the day she was killed. The three brothers built their home themselves, the same home that the Israeli strikes destroyed. Another day, a couple days later, my cousins Hatim and Aziz Al-Farra from Khan Yunis, who lived literally 20 yards from where I grew up, were killed, along with 14 other members of their family, seven of their children. Aziz was actually a pharmacist, and Hatim was just an incredible community figure who always had a smile on his face, always was available to help anybody who needed it. The day before he was killed, Hatim had just gone up to my uncle and asked if he could house five families who were made homeless by the Israeli missile strikes in our grandparents' house. One child, one child out of that whole three generations survived. He had an amputation, was in the hospital. He woke up to find out his siblings, his parents, his uncles, and his aunts, his grandparents, all had died—excuse me—and then he died himself in the next day from the trauma injuries from the Israeli attacks, because there wasn't adequate medical care to keep him alive. A couple days after that, November 2nd, my cousins Hani, Huda, and Wafat had died. All siblings were killed in Gaza City, along with my cousin Hani's Croatian wife and my aunt. Huda and Wafat were teachers. Hani was an interior decorator. My cousin Hani initially survived with a fairly minor leg injury, but then he bled to death the next day because he had no access to any functional medical facilities, since they had all been bombed and destroyed by the Israeli attacks. Hani's brother Wael survived and then had to witness the horror of seeing his mother buried from the waist up in the rubble, dead. And he saw his sister Wafat shredded into pieces. All this, you know, they were messaging me and telling me. My other cousin, Natan, who I grew up with and played with as a kid, literally had to bury all his family members in a makeshift grave, because he couldn't even access a cemetery. And he's been going 24 hours at a time with no food or water. Even those in my family who actually fled what was thought to be dangerous areas to safe areas have been targeted. One of my cousins, Samar Alfarra, died in a refugee camp in Rafah around the time she had completed her doctorate for her PhD. And we were about to congratulate her on that doctorate when she was killed. There are family members who've died from a lack of medical care and inability to access medical care. One of my cousins, Abdul Rahim Alfarra, died because he was unable to reach a functional hospital after he was injured. Four of my family members got killed in an Israeli bombing of their car while they were, ironically, trying to go to the Gaza European Hospital for shelter. And then a few weeks ago, Sabar Alfarra, one of my cousins, died with seven of his sons. And then, most recently, just a few days ago, a baby in our family, Sabar Alfarra, who's 20 days old, froze to death, died from hypothermia in a refugee camp. As the dead rose to 100 in my family, to 15,000 children all across Gaza, to 30,000 civilians, as I saw the famine happen, I just kept looking for evidence that our government actually cares about the lives of my family. And I saw none. I kept waiting for a ceasefire that Secretary Blinken had access—had the ability to do, and he refused to do it. I kept waiting for a United Nations resolution to call for a ceasefire, which the United States continued to veto. I kept waiting for something, and all I saw was the opposite. I saw—I saw our U.S. military reserve being used to replenish the Israeli ammunitions for this genocide. I saw, cruelly, just a few days ago, the withdrawal of funding for the United Nations that was supplying over 2 million people that are going through famine. I wrote this letter to Secretary Blinken because I wanted him to see me and see Palestinians as human beings, to put himself in my shoes and ask himself if he saw his family getting killed day after day, month after month, and he knew that somebody in that government could have done something to prevent those 100 people from dying, the suffering of the remaining hundreds of people. How could you sit in a room, given three minutes to face that person and face them, knowing that that person has been directly responsible for the death of your family and all the suffering that your family has seen?"
32,7325526188167040302,"Sheryl Sandberg was once considered one of the most powerful women in business, but the legacy she leaves behind is far from uncomplicated. In case you missed it, Sandberg announced yesterday that she's stepping down from the meta board, making it her final exit from the tech giant where she was COO for more than a dozen years. So one of the big questions I have in the wake of her departure is why the path for high-achieving women, especially in the tech world, so often requires that they play the role of adult. It's a label that implies a certain kind of executive, one who ensures everyone's well-behaved and on schedule, who brings stability and credibility, but not necessarily big vision. So for a generation of women, that may have been the only way in the door, but it's time to examine just how limiting that label can be in perpetuating a false image of women as incomplete leaders and shouldering them with the kind of office housework that's not career-advancing. So it comes down to this. If the default for men in tech is boy genius, for senior women, particularly at the highest level, it's still way too often office mom. So one reason this trope of adult supervision became rampant in Silicon Valley was the rise of the startup founder as Godmind said in the 2000s. The idea was perpetuated by Andreessen Horowitz, whose VC firm grew its reputation in business on the belief that founders must remain CEO to uphold a company's mission. But that often meant bringing in a seasoned executive who could fill in all the gaps where the inexperienced founder was lacking. In other words, Sheryl Sandberg. So this model became so dominant that women in tech were often told to go be a Sheryl to someone's mark, effectively to be the CEO without the title, the economics, or the moral authority. Subsequently, COO became one of the few high-level senior roles women in tech could land, but that rarely led to the CEO job. Not even Sandberg, whose name at one time was tossed around as a possible contender to lead the likes of Disney or even as a presidential candidate. No one seems to talk about those options for her anymore. It's still possible she'll pop up as CEO of a Fortune 500 company, but it's just as likely she's been too tainted by the meta scandals that yes, in many cases she helped create, but was primarily responsible for cleaning up."
33,7322033195053059371,"একস্ষন্ পাননিদে দুধেপাত হযনে ঑য ör, একস্ষন্ পাননিদে তফেখল হযনে তফহা রেয়েইরনেতে এক একস্ষন্ পাথেক্ছাগ নেরসical সুমা� একস্ষন্ পাতেকরনে একস্ষন্ পাথেকরনে নেরিগে তফেখেরনে য়েরনে হযোংচে একেলিকতে কিপিছাপবেরে টুটেয়েল কানাক� তেপাটেয়ে ঠেশোরেববেরবেরো, একেলিকেরনে ত্রেম্য়েরে ত্রেম্য়েরে ম্য়তেরে টুরেন্ বাতেরে ধ০০০০০০০ুরে আহর কেটিয়ারেয়ে প্রুছাতেয এখেতাগ তেপাটেয়ের ত্রেমাণান আধানানি স্যাটালো প্঱মানি পর্টেযাতেযো শেরকাশা সেতি� আহর কেটিয়ারে এখেতাগ তেপাটেযয়ে তেপাটেয়ে খ���ডের তেপাটেয়ে ট্রেমেয়ে ছেনান দেমেগ ক্রেধেয়ে তেপাটারের ক"
34,7330352935261539614,"Of what nation are you a citizen? Singapore. Are you a citizen of any other nation? No, Senator. Have you ever applied for Chinese citizenship? Senator, I served my nation in Singapore. No, I did not. Have you ever been a member of the Chinese Communist Party? Senator, I'm Singaporean. No. Have you ever been associated or affiliated with the Chinese Communist Party? No, Senator. Again, I'm Singaporean."
35,7309124728856268074,"Anna and Mina, your name is Mina He said I was waiting for this no shit He's the scariest middle-eastern So what is your nationality Egyptian as well, and then you are Canadian Russian you're Russian. Oh wow Russian Russian if I ask one more time, she will beat the shit out of me Relax sorry Means explosion get the hell out of here This crazy woman only fell in love with it because his name means explosion Like oh, I am already in love with you Your name is boom. I Love you What do you think about the war you feel guilty about it a little bit It's horrible yeah, yeah, you guys are terrible people No, but you're a nice Russian, thanks for playing along. I think we got more people in here This is amazing two Canadians there, yeah, nice. Yeah, what's that you crane? How sweet you are Look how kind you are Ukraine they didn't even interrupt the shit conversation We wait our turn Well good to see you I just want to apologize for the invasion"
36,7338698880831442222,
37,7209646894346358062,"Hi, I'm here to audition for dancer number four for the movie. Unfortunately, you need more experience. Hi, I'm here to audition for the ethnic dancer role. What training do you have? I've trained in Indian classical, Indian folk, and Indian commercial. We're looking for someone with more Western styles of training. Oh, yeah, yeah. I've done training in street jazz, hip hop, and a variety of other. Thank you. We just need somebody with more experience. Hey, I'm here to audition for the South Asian performance at the Oscars. Are you a SAG member? I am about to be a SAG member. I'm also part of the Equity. Do you have any experience? Yeah, in the past 10 years, I've gone to work on off-Broadway shows, musical theater, touring production. Do we know you? Yeah, I've auditioned for you guys a few times. Have we ever worked with you? Oh, well, thank you for coming. We are just more comfortable with working with the people that we know. Can I still audition? We've already selected our Bollywood dancers. But it's a Tollywood. We have our people. I guess one good way to get South Asian artists on such a big platform. Yes. You do have South Asian. Yes. Next time we have someone that fits your expertise, we'll be sure to call you. The last time at the Oscars. Thank you so much. OK."
38,7333675946102312235,"Thank you very much. Hillary Dianne Rodham Clinton! That's my name, that's right. You are a war criminal! The people of Libya, the people of Iraq, the people of Syria, the people of Yemen, the people of Nepal, of Palestine, as well as the people of America, will never forgive you! Sir, sir, I am going to ask you to leave right now. You are violating the university code of Rodham—I'm asking you to leave, the delegates will now escort you out of the building. Thank you. Can you— Sir. Thank you so much, thank you so much. Free! Free Palestine! Free! Free Palestine! Free! Free Palestine! Free! Free Palestine! Let me thank all of you for coming, because this is such an important subject, and as you just heard from Melanne, it is one that she and I and so many others have been focused on for decades. And yelling doesn't solve the problem. It's a kind of hard work, and the work that you will hear from the panelists today, I think it's important that we—OK, all right, we're going to stop, we're going to stop a minute, and I don't—you know what, why don't all of you just interrupt me so that you won't be interrupting our panelists, so that we don't have this kind of disruption when we have people who are real experts in this area. And so, I think it's important to focus on the event we're here. People are free to protest, but they are not free to disrupt events or classes, and that is going to be the standards that we follow here and going forward."
39,7322977773985811754,"I knew this argument was coming. I called that weeks ahead of time. As soon as it was announced that South Africa was taking them to the international court case, I knew they were going to use anti-semitism. I'm so confused. Do you want to be allowed to commit a genocide just because you're Jewish? Does that mean you should be allowed to commit a genocide? Like, what the hell? And they accused them of working with Hamas. I'm not surprised by a single thing that has come out of this government. They're actually beyond disgusting. I cannot wait for the argument. I know it's going to be the dumbest thing we've ever heard in history."
40,7330742471128812842,"We've got an early favorite for most unhinged Super Bowl commercial this year, and it stars Patrick Stewart, hey Arnold, and Creed? Now I personally hate that they don't wait until the game to show these anymore, but this is well worth the watch. Check it out. On Paramount Mountain, the stakes get higher. I mean, I can't get that thing up there. If there were a football, I'd be able to reach the top. What about a football-shaped head? We throw the child. Gutsy call, sir. Smart thinking. What? No, that's dumb thinking. He's not throwing Arnold. Throw him. Throw him. Throw him. Hey, do you want an immunity? I will throw him. What? You can't throw a child at a wall. Madam Orr, shut your face! Shut up. Unless you prefer to freeze to death. I'm not gonna throw a kid. Not built for the moment, I see. I'll throw him. And Creed's here. Watch and learn. Dang, he's good. It's the fifth quarter, and we need a hole-in-one before the seventh-inning stretch. Be brave. Hike! Can you take me higher? I just threw him higher To a place where we won't freeze He just threw me higher I'm good. So close. How are we gonna get up there? Now if there were only someone made of pigskin. Bingo. Oh, dear. Good call by Tua not making that throw, because it would have been the same result, and he gets enough jokes made about him not being able to make throws."
41,7324335045957782830,"I'm just kidding, Barbie! We want to thank the Critics' Choice, obviously, for this. Ryan Gosling, this is as much your award as ours. You made the world, or the audience, fall in love with this song, with your matchless performance, so thank you."
42,7306252753158950187,Oh
43,7340051489060048174,"Can you give us a sense of when you think that ceasefire will start, sir? Well, I hope by the beginning of the weekend, I mean the end of the weekend. At least my national security advisor tells me that we're close, we're close, we're not done yet. And my hope is by next Monday we'll have a ceasefire. Okay, thank you. Thank you. "
44,7327392394310061355,Bitches is weird and bitch is just annoying at this point
45,7308193369728093483,"When Colin Sexton laces up his basketball shoes, he's suiting up for war. This man is the definition of a competitor. The man they call the young bull makes these boys look like matadors on defense. When his opponents are on the floor, Colin only sees red. His jumper, however, is nothing but green. If you were watching him for the first time, you'd confuse him for a furry, because this man hoops like he's got a tail growing out his shorts. Here's Kevin Durant with the ball. Oh no, it can't be. What, honey? The clock, it just struck yet! Hey, I'm just going to pull from back here, so I don't have to smell your nasty breath. This guy electrifies the crowd with his energy every night. Some players got ice water in their veins, but Colin's got Red Bull. You can tell he never holds a grudge, because he's out here giving his team second chances. Colin almost led a three-on-five comeback at Alabama. You think he can't handle going one-on-one? Get a hand up, son!"
46,7324899530204253482,"is cracking down on membership card sharing. The company is testing a new system requiring shoppers to scan their cards when they enter the store. This replaces shoppers just showing their cards to employees when they walk in. Costco also started checking photo IDs at self-checkout stations. In a statement, the company said it's unfair for non-members to receive the same benefits as the paid members."
47,7330785064340491566,
48,7324134676912672043,"really good out? It's the perfect texture for running. Very low impact on its dry snow so your feet don't get wet. All right, thanks. We've seen a lot of people out here, like he said, running, sledding, just enjoying it. One thing, oops!"
49,7331751419042729258,"I can't even talk right now, the emotions are really high right now, 100% we've identified the car, the windows are up on the car, he's in there, yeah, wait we need to call the sheriff so, it's powerful, because of you guys, we wouldn't be here without him, so, thank you for being here. I want you to know how much we appreciate this, thank you so much, for months of not knowing, I cannot tell you how much we appreciate this, you guys do not know how much this means to us, can you guys honestly, can I go call his dad, this is because we tried, I told the detective to come here and look at me, he won't listen to me, a few things I want to talk to you about is, one, they're not just for in the event that your vehicle ends up going in the water, but did you know that more people will actually die from car fires and car crashes, where they could not escape than those that went in the water, but one of the things I also want to touch on is, of the people that I find underwater, in my opinion, I feel as though 50% of them could have escaped if they would have had a window breaker, because a few things that I have seen with my own eyes over time as we have done this, is I have found people crawling from the front seat to the middle seat, trying to get out, as they are holding on, looking for their last breath of air, looking for any way out, if they would have just had a window breaker, I feel like they could have made their way out."
50,7329190963514002718,"How can you look at me in the eye? How can you look at my generation in the eye? Okay, so it's not necessarily a new phenomenon, but I have seen this so much more in the past couple months, couple weeks. It's happening both in Democratic and Republican events, but there is so much dangerous group thing happening for these folks who are supporting completely unqualified candidates. And I just want people to realize how dangerous it is. We have folks who are constituents who are truly concerned about real issues happening in their communities, or folks who are truly concerned about their tax dollars being spent towards you know what in Pally. And when we have real constituents getting silenced by these mob mentalities, we need to understand how far, how far away we are, what true democracy and what elected leaders are supposed to be doing for their constituents in this country. We're so far away."
51,7328029003607002410,Hope you enjoyed. Peace and love.
52,7333598719708826923,"and Yanis Olevakis and Imad-Berit Tzadali and Elvis Peter Chodas and now, please, National Anthem of Harvard."
53,7330698737532587310,"Mr. Spiegel, I see you hiding down there. What does yada, yada, yada mean? I'm not familiar with the term, Senator. Very uncool. Can we agree that what you do, not what you say, what you do is what you believe and everything else is just cottage cheese? Yes, Senator. You agree with that? Speak up. Don't be shy."
54,7330815984284093727,"What nation are you a citizen? Singapore. Are you a citizen of any other nation? No, Senator. Have you ever applied for Chinese citizenship? Senator, I served my nation in Singapore. No, I did not. Do you have a Singaporean passport? Yes, and I served my military for two and a half years in Singapore. Do you have any other passports from any other nation? No, Senator. Have you ever been a member of the Chinese Communist Party? Senator, I'm Singaporean. No. Have you ever been associated or affiliated with the Chinese Communist Party? No, Senator. Again, I'm Singaporean. Let me ask you."
55,7332065722719292703,أنا النازح حسام حمد العطار من شمال القطاع غزة بلقموني بميوتين فلسطين في عزمة الحرب ما كانش في عنا كهرباء فأنا فكرت أني أضل المكان فطلعت على السوق أحط الدينامو ووجيت فيها أنا اشترت واحد بشيء صرت ألف الدينامو تلاقي طلع كهرة ألف وطلع كهرة فركبت أول واحد فوق وركبت جيبت كمان مراوح شفا ركبتهم علي لحد ما طلع كهرباء وصار يدي أنا كهرباء كويسة وجيبت أسلاك وشبكت ليد دفن مرات في الليل مرات في النهار كل مكان فيه ريح كل مكان فيه دار وأنا بتمنى أنه لو فيه بطارية يخزنو أنه توفر هذا 24 ساعة يعني كان عنده ولد أخوي صغار اتنين توهم يلاقوا الغرفة أتمة صاروا سيحة فلما أنا انتكرت هذي الشغلة يصحوا في الليل يشوفوا الضوء خلاص يرجعوا يناموا ما يحرفوش يعني لا عندنا حلمات ولا إشي يعني في الليل ننام على الأرض جينا ماشي من الشمال لرفح ما حملاش غير الأوائل إحنا نابسينهم بس صوت الطيران في الليل يعني مزعج كتير بخوف الزهر يعني زي أنا بخاف من صوت الطيران في الليل وردن كمان الزهر في الحربية في البحر طول الليل كأنه هاي البحر جنبنا وقاعد تضرب فإحنا يعني بنخاف منهم كتير فيه ناس كتير زي بتبتكر في قطاع غزة بس هذي الشغلة يعني مطمومة عندهم ما حدش بتطلع عليها بطلوا من العالم من كل الدول العربية إنه توقف هذي الحرب وإنه أكمل مواهبتي وغيري كمان أكمل مواهبي ما أتمنى إنه أحلم فيها
56,7327509020544077098,Jill and I had a chance to sit down and help so many women and her right to make a deeply personal. We're going to have this going on for a while. A new Supreme Court made an extreme decision overturning Roe v. Wade with their with their Dobbs decision. I'm sorry it's made with no exception for rape or any other or incest is Donald Trump. The reason women are being forced to travel out of state. This is going to go on for a while. They got this plan.
